Query 1
id = 20572   score = 1.206610

Query 50
id = 27314   score = 1.307650
id = 10905   score = 1.300604
id = 14021   score = 1.299631
id = 14063   score = 1.290737
id = 9110   score = 1.273906
id = 5801   score = 1.257180
id = 23232   score = 1.246125
id = 28029   score = 1.239356
id = 10165   score = 1.232156
id = 9578   score = 1.231148
id = 25908   score = 1.230287
id = 1436   score = 1.222917
id = 20121   score = 1.220176
id = 5601   score = 1.213311
id = 6450   score = 1.212488
id = 4998   score = 1.212092
id = 27711   score = 1.209016
id = 10652   score = 1.205459
id = 19538   score = 1.204973
id = 29590   score = 1.188525

Solve time: 1.807s
